model,split,log_loss,brier,rps,accuracy,calibration_error,sharpness,n_matches,feature_set,C,half_life_years
compact_fifa__c0.1__hl8.0,2024,0.8957366951187717,0.528510552398241,0.17324294532300466,0.596419853539463,0.05455795881515992,0.6288029801334084,1229,compact_fifa,0.1,8.0
compact_fifa__c0.1__hl12.0,2024,0.8951530504831539,0.5281281756104704,0.1730832793460884,0.5939788445890968,0.05225338640674835,0.6291632407230184,1229,compact_fifa,0.1,12.0
compact_fifa__c0.1__hl20.0,2024,0.8950942421613421,0.5281025204922406,0.1730658598500357,0.5915378356387306,0.05420825777207163,0.6291970855790081,1229,compact_fifa,0.1,20.0
compact_fifa__c0.1__hlNone,2024,0.8953236419242282,0.5282628603234293,0.17308332304478177,0.5890968266883645,0.05390638018639987,0.629775953124224,1229,compact_fifa,0.1,
compact_fifa__c0.3__hl8.0,2024,0.8957139109998974,0.5285514961472275,0.17319934468657464,0.5939788445890968,0.053916396777658804,0.6300850154492972,1229,compact_fifa,0.3,8.0
compact_fifa__c0.3__hl12.0,2024,0.894964192056352,0.5280801133263163,0.17302122130961428,0.5931651749389748,0.057428457962679404,0.6305141067509151,1229,compact_fifa,0.3,12.0
compact_fifa__c0.3__hl20.0,2024,0.8950170585530178,0.5280884594794557,0.17300468303204083,0.5915378356387306,0.055518251673847274,0.6308997681142436,1229,compact_fifa,0.3,20.0
compact_fifa__c0.3__hlNone,2024,0.8951729364126714,0.528183946539272,0.17301353451664628,0.5890968266883645,0.05513607652286648,0.6309603382598159,1229,compact_fifa,0.3,
compact_fifa__c1.0__hl8.0,2024,0.8950382173371407,0.5281667998877204,0.17307528286164467,0.5907241659886087,0.05268061488759426,0.6309361856770023,1229,compact_fifa,1.0,8.0
compact_fifa__c1.0__hl12.0,2024,0.8943126939077077,0.5276604919651839,0.1728747414690438,0.5907241659886087,0.05028579074861673,0.6313232441174915,1229,compact_fifa,1.0,12.0
compact_fifa__c1.0__hl20.0,2024,0.8941863965134821,0.5275605096437405,0.17280914787249496,0.5890968266883645,0.05088543889978857,0.6317858817387857,1229,compact_fifa,1.0,20.0
compact_fifa__c1.0__hlNone,2024,0.8944806515570173,0.5276848740841514,0.17281417673726396,0.5874694873881204,0.05205438569880547,0.6320001044982951,1229,compact_fifa,1.0,
compact_fifa__c3.0__hl8.0,2024,0.8949871713470023,0.5281033401127185,0.17303563433373728,0.5915378356387306,0.052026018876777096,0.6311412716625266,1229,compact_fifa,3.0,8.0
compact_fifa__c3.0__hl12.0,2024,0.8943044126411224,0.5276481410226876,0.172844655414604,0.5907241659886087,0.046359341909603696,0.6317452470153083,1229,compact_fifa,3.0,12.0
compact_fifa__c3.0__hl20.0,2024,0.8940889612324874,0.5274622561951491,0.17275188626929783,0.5890968266883645,0.04720359654834178,0.6320218605434436,1229,compact_fifa,3.0,20.0
compact_fifa__c3.0__hlNone,2024,0.8941996699657683,0.5274350494215633,0.17268975003299103,0.5899104963384866,0.05482505092442526,0.6323252658658318,1229,compact_fifa,3.0,
